experimentID,oddID
EX1,O1
EX1,O3
EX1,O5
EX1,O6
EX1,O11
EX1,O13
EX1,O23
EX1,O15
EX1,O17
EX2,O1
EX2,O3
EX2,O5
EX2,O6
EX2,O11
EX2,O13
EX2,O23
EX2,O15
EX2,O16
EX2,O17
EX3,O1
EX3,O3
EX3,O4
EX3,O5
EX3,O6
EX3,O7
EX3,O9
EX3,O11
EX3,O15
EX3,O16
EX3,O17
EX3,O23
