featureID,oddID
F1,O1
F1,O3
F1,O5
F1,O6
F1,O13
F1,O15
F1,O16
F1,O17
F1,O23
F2,O1
F2,O3
F2,O5
F2,O6
F2,O13
F2,O15
F2,O16
F2,O17
F2,O23
F3,O1
F3,O3
F3,O4
F3,O5
F3,O6
F3,O7
F3,O8
F3,O9
F3,O10
F3,O15
F3,O16
F3,O17
F3,O23
